,NewURL,URL,Web Description,Datetime,isValid
0,https://microsoft.com/en-us/store/apps/uber/9wzdncrfhxrd?source=uber-com,https://microsoft.com/en-us/store/apps/uber/9wzdncrfhxrd?source=uber-com,,2018-01-26 23:49:15.965514,True
1,https://www.facebook.com/uber,https://www.facebook.com/uber,Facebook,2018-01-26 23:49:16.411194,True
2,https://twitter.com/uber,https://twitter.com/uber,Twitter,2018-01-26 23:49:17.058138,True
3,https://www.linkedin.com/company/1815218,https://www.linkedin.com/company/1815218,LinkedIn,2018-01-26 23:49:17.249860,False
4,https://instagram.com/uber/,https://instagram.com/uber/,Instagram,2018-01-26 23:49:17.888144,True
5,http://www.barclaycardus.com/apply/Landing.action?campaignId=2398&cellNumber=1&referrerid=PTRBAUBHP,http://www.barclaycardus.com/apply/Landing.action?campaignId=2398&cellNumber=1&referrerid=PTRBAUBHP,Learn more,2018-01-26 23:49:19.408745,True
6,https://d1a3f4spazzrp4.cloudfront.net/uber-com/1.3.5/d1a3f4spazzrp4.cloudfront.net/images/apple-touch-icon-180x180-45befcd014.png,https://d1a3f4spazzrp4.cloudfront.net/uber-com/1.3.5/d1a3f4spazzrp4.cloudfront.net/images/apple-touch-icon-180x180-45befcd014.png,apple-touch-icon,2018-01-26 23:49:19.502547,True
7,https://d1a3f4spazzrp4.cloudfront.net/uber-com/1.3.5/d1a3f4spazzrp4.cloudfront.net/stylesheets/united_states-bb968f6490.css,https://d1a3f4spazzrp4.cloudfront.net/uber-com/1.3.5/d1a3f4spazzrp4.cloudfront.net/stylesheets/united_states-bb968f6490.css,stylesheet,2018-01-26 23:49:19.569848,True
8,https://d1a3f4spazzrp4.cloudfront.net/uber-com/1.3.5/d1a3f4spazzrp4.cloudfront.net/favicon-17677bc2ca.ico,https://d1a3f4spazzrp4.cloudfront.net/uber-com/1.3.5/d1a3f4spazzrp4.cloudfront.net/favicon-17677bc2ca.ico,shortcuticon,2018-01-26 23:49:19.680136,True
